method,seed,trial_id,freezing_ratio,learning_rate,dropout_rate,l2_reg,optimizer,batch_size,val_accuracy,test_accuracy,best_epoch,total_epochs,training_time_seconds,timestamp
genetic_algorithm,1,65,0.85,0.001,0.4,0.002,adam,32,0.9313304424285889,0.9051724076271057,3,14,43.3,2026-05-28T21:53:27.226232
genetic_algorithm,1,66,0.95,0.001,0.4,0.1,adam,16,0.9141631126403809,0.9267241358757019,6,17,43.2,2026-05-28T21:54:14.064827
genetic_algorithm,1,67,0.85,0.001,0.4,0.001,adam,32,0.9012875556945801,0.9353448152542114,8,19,48.0,2026-05-28T21:55:05.656342
genetic_algorithm,1,68,0.8,0.0001,0.4,0.005,adam,32,0.9055793881416321,0.9181034564971924,22,33,65.3,2026-05-28T21:56:14.946507
genetic_algorithm,1,69,0.85,0.001,0.4,0.002,adamw,32,0.9227467775344849,0.9267241358757019,5,16,46.5,2026-05-28T21:57:05.792623
genetic_algorithm,1,70,0.8,0.001,0.3,0.1,adam,32,0.9270386099815369,0.9525862336158752,18,29,60.6,2026-05-28T21:58:10.336555
genetic_algorithm,1,71,0.85,0.0001,0.3,0.02,adam,8,0.9270386099815369,0.9525862336158752,18,29,57.0,2026-05-28T21:59:08.969616
genetic_algorithm,1,72,0.8,0.001,0.4,0.001,adam,16,0.9399141669273376,0.9224137663841248,15,26,60.7,2026-05-28T22:00:13.835997
genetic_algorithm,1,73,0.8,0.001,0.5,0.001,adam,32,0.9227467775344849,0.9353448152542114,23,34,68.3,2026-05-28T22:01:26.750156
genetic_algorithm,1,74,0.8,0.001,0.2,0.02,adam,16,0.9227467775344849,0.9353448152542114,9,20,56.1,2026-05-28T22:02:27.653108
genetic_algorithm,1,75,0.99,0.001,0.3,0.002,adam,32,0.8798283338546753,0.9051724076271057,16,27,51.4,2026-05-28T22:03:24.092567
genetic_algorithm,1,76,0.8,5e-05,0.4,0.005,adam,8,0.9098712205886841,0.931034505367279,10,21,48.7,2026-05-28T22:04:14.924328
genetic_algorithm,1,77,0.85,0.0001,0.3,0.001,adam,16,0.9313304424285889,0.931034505367279,17,28,60.7,2026-05-28T22:05:20.305053
genetic_algorithm,1,78,0.8,0.001,0.3,0.005,sgd,32,0.8755365014076233,0.875,28,39,68.8,2026-05-28T22:06:33.957362
genetic_algorithm,1,79,0.8,0.001,0.4,0.05,adam,32,0.9184549450874329,0.9224137663841248,6,17,73.8,2026-05-28T22:11:04.147440
genetic_algorithm,1,80,0.8,0.001,0.4,0.02,adam,32,0.9484978318214417,0.9353448152542114,19,30,61.1,2026-05-28T22:12:08.468224
genetic_algorithm,1,81,0.85,0.001,0.3,0.001,adam,16,0.9012875556945801,0.9267241358757019,2,13,52.0,2026-05-28T22:13:03.799814
genetic_algorithm,1,82,0.95,1e-05,0.3,0.001,adam,16,0.6866952776908875,0.6551724076271057,28,39,66.5,2026-05-28T22:14:13.922316
genetic_algorithm,1,83,0.85,0.001,0.4,0.005,adam,16,0.9141631126403809,0.9353448152542114,2,13,43.1,2026-05-28T22:15:00.589830
genetic_algorithm,1,84,0.85,5e-05,0.3,0.005,adam,32,0.8884119987487793,0.9008620977401733,23,34,64.6,2026-05-28T22:16:08.959328
genetic_algorithm,1,85,0.8,0.001,0.4,0.005,adam,8,0.9141631126403809,0.9353448152542114,20,31,65.2,2026-05-28T22:17:15.335918
genetic_algorithm,1,86,0.95,0.0001,0.4,0.005,adam,32,0.8841201663017273,0.875,23,34,60.1,2026-05-28T22:18:19.087840
genetic_algorithm,1,87,0.85,1e-05,0.4,0.05,adamw,8,0.7982832789421082,0.8103448152542114,34,40,71.3,2026-05-28T22:19:31.735674
genetic_algorithm,1,88,0.8,0.001,0.4,0.001,sgd,16,0.9098712205886841,0.9094827771186829,22,33,66.0,2026-05-28T22:20:41.767757
genetic_algorithm,1,89,0.8,0.001,0.4,0.005,adamw,16,0.9313304424285889,0.9396551847457886,15,26,62.1,2026-05-28T22:21:47.819366
genetic_algorithm,1,90,0.8,0.001,0.4,0.05,adamw,32,0.9184549450874329,0.9224137663841248,11,22,54.8,2026-05-28T22:22:46.845176
genetic_algorithm,1,91,0.85,0.001,0.4,0.1,adam,32,0.9399141669273376,0.9396551847457886,9,20,50.1,2026-05-28T22:23:41.165223
genetic_algorithm,1,92,0.85,0.0001,0.4,0.05,adam,32,0.9055793881416321,0.9094827771186829,11,22,52.3,2026-05-28T22:24:37.641437
genetic_algorithm,1,93,0.85,0.001,0.3,0.001,adam,32,0.9184549450874329,0.9267241358757019,14,25,55.1,2026-05-28T22:25:37.181410
genetic_algorithm,1,94,0.85,0.001,0.5,0.001,adam,16,0.9055793881416321,0.9137930870056152,5,16,47.6,2026-05-28T22:26:29.235486
genetic_algorithm,1,95,0.85,0.001,0.3,0.02,adam,16,0.9313304424285889,0.9482758641242981,22,33,66.9,2026-05-28T22:27:40.676219
genetic_algorithm,1,96,0.99,0.001,0.4,0.05,adam,16,0.8798283338546753,0.8965517282485962,7,18,42.8,2026-05-28T22:28:28.271139
genetic_algorithm,1,97,0.85,0.001,0.3,0.05,adam,32,0.9270386099815369,0.9525862336158752,16,27,57.1,2026-05-28T22:29:29.863107
genetic_algorithm,1,98,0.85,0.001,0.4,0.005,sgd,32,0.8712446093559265,0.8448275923728943,22,33,61.7,2026-05-28T22:30:36.358509
genetic_algorithm,1,99,0.9,0.001,0.4,0.005,adamw,32,0.9227467775344849,0.931034505367279,10,21,50.7,2026-05-28T22:31:31.845688
genetic_algorithm,2,0,0.7,1e-05,0.0,0.005,adam,32,0.7467811107635498,0.7456896305084229,31,40,80.8,2026-05-28T22:32:57.694201
genetic_algorithm,2,1,0.99,0.0001,0.3,0.02,adam,32,0.8283261656761169,0.818965494632721,27,38,60.7,2026-05-28T22:34:03.414535
genetic_algorithm,2,2,0.7,0.001,0.6,0.002,adamw,32,0.9055793881416321,0.931034505367279,9,20,58.8,2026-05-28T22:35:07.127011
genetic_algorithm,2,3,0.9,0.005,0.5,0.005,sgd,16,0.9313304424285889,0.931034505367279,26,37,89.7,2026-05-28T22:38:23.853143
genetic_algorithm,2,4,0.95,0.0001,0.0,0.1,adam,16,0.9055793881416321,0.8965517282485962,15,26,53.3,2026-05-28T22:39:20.636081
genetic_algorithm,2,5,0.9,0.0001,0.4,0.01,sgd,8,0.7553648352622986,0.6896551847457886,36,40,70.1,2026-05-28T22:40:31.687657
genetic_algorithm,2,6,0.95,5e-05,0.2,0.002,adam,8,0.8798283338546753,0.875,19,30,66.7,2026-05-28T22:58:01.123657
genetic_algorithm,2,7,0.85,5e-05,0.2,0.02,sgd,16,0.5064377784729004,0.568965494632721,34,40,85.5,2026-05-28T22:59:29.850421
genetic_algorithm,2,8,0.95,0.005,0.5,0.002,adamw,16,0.8712446093559265,0.8663793206214905,3,14,41.0,2026-05-28T23:00:14.242144
genetic_algorithm,2,9,0.99,0.001,0.3,0.1,sgd,16,0.8025751113891602,0.8448275923728943,26,37,60.4,2026-05-28T23:01:18.056712
genetic_algorithm,2,10,0.7,0.001,0.6,0.005,adamw,32,0.9313304424285889,0.9181034564971924,20,31,82.9,2026-05-28T23:02:44.395256
genetic_algorithm,2,11,0.99,0.001,0.3,0.05,adam,32,0.8755365014076233,0.9051724076271057,10,21,44.3,2026-05-28T23:03:32.173910
genetic_algorithm,2,12,0.8,0.005,0.5,0.002,adam,32,0.9527897238731384,0.892241358757019,20,31,62.8,2026-05-28T23:04:38.505649
genetic_algorithm,2,13,0.95,0.0001,0.0,0.1,adamw,16,0.9012875556945801,0.9008620977401733,21,32,60.0,2026-05-28T23:05:42.402167
genetic_algorithm,2,14,0.7,0.005,0.2,0.05,adamw,32,0.9313304424285889,0.9137930870056152,29,40,79.0,2026-05-28T23:07:05.334815
genetic_algorithm,2,15,0.95,0.0005,0.5,0.05,adam,8,0.9184549450874329,0.9181034564971924,9,20,42.2,2026-05-28T23:07:48.930190
genetic_algorithm,2,16,0.9,0.001,0.4,0.005,adamw,16,0.9313304424285889,0.9267241358757019,9,20,50.9,2026-05-28T23:08:43.863324
genetic_algorithm,2,17,0.9,0.005,0.4,0.05,adamw,16,0.9313304424285889,0.9224137663841248,23,34,65.5,2026-05-28T23:09:53.844352
genetic_algorithm,2,18,0.85,0.0001,0.0,0.02,adam,32,0.9141631126403809,0.9137930870056152,19,30,60.4,2026-05-28T23:10:58.543977
genetic_algorithm,2,19,0.9,5e-05,0.4,0.01,adam,16,0.9055793881416321,0.9137930870056152,28,39,71.0,2026-05-28T23:12:13.934644
genetic_algorithm,2,20,0.9,0.005,0.5,0.005,sgd,32,0.9141631126403809,0.9181034564971924,16,27,54.8,2026-05-28T23:13:12.911905
genetic_algorithm,2,21,0.7,0.005,0.2,0.005,adamw,32,0.9184549450874329,0.9224137663841248,29,40,80.1,2026-05-28T23:14:37.671022
genetic_algorithm,2,22,0.8,0.005,0.5,0.005,sgd,32,0.9012875556945801,0.9181034564971924,8,19,49.3,2026-05-28T23:15:31.328563
genetic_algorithm,2,23,0.7,0.001,0.5,0.005,sgd,32,0.8884119987487793,0.8965517282485962,36,40,74.5,2026-05-28T23:16:50.603955
genetic_algorithm,2,24,0.9,0.001,0.4,0.005,sgd,16,0.8755365014076233,0.8534482717514038,22,33,65.1,2026-05-28T23:18:00.520496
genetic_algorithm,2,25,0.7,0.001,0.2,0.005,adamw,32,0.8969957232475281,0.9008620977401733,8,19,58.8,2026-05-28T23:19:04.647784
genetic_algorithm,2,26,0.9,0.005,0.5,0.002,adam,32,0.9012875556945801,0.8965517282485962,12,23,53.1,2026-05-28T23:20:02.650329
genetic_algorithm,2,27,0.9,0.001,0.2,0.005,adamw,16,0.9227467775344849,0.9051724076271057,8,19,51.0,2026-05-28T23:20:58.620901
genetic_algorithm,2,28,0.9,1e-05,0.2,0.01,adam,32,0.6480686664581299,0.6853448152542114,30,40,68.7,2026-05-28T23:22:12.270250
genetic_algorithm,2,29,0.8,0.005,0.5,0.002,adam,16,0.9141631126403809,0.9353448152542114,21,32,90.7,2026-05-28T23:26:35.144108
genetic_algorithm,2,30,0.95,0.005,0.5,0.002,adam,32,0.9012875556945801,0.9224137663841248,30,40,74.6,2026-05-28T23:27:52.926771
genetic_algorithm,2,31,0.99,0.001,0.5,0.002,adam,32,0.8884119987487793,0.9008620977401733,10,21,44.1,2026-05-28T23:28:40.281797
genetic_algorithm,2,32,0.8,0.005,0.5,0.005,sgd,8,0.9141631126403809,0.9396551847457886,9,20,49.1,2026-05-28T23:29:30.335037
genetic_algorithm,2,33,0.8,0.005,0.5,0.02,adam,32,0.9270386099815369,0.9094827771186829,34,40,73.4,2026-05-28T23:30:47.240273
genetic_algorithm,2,34,0.8,0.005,0.5,0.01,adam,32,0.9270386099815369,0.9094827771186829,19,30,62.6,2026-05-28T23:31:53.478743
genetic_algorithm,2,35,0.8,0.005,0.0,0.002,adam,32,0.8969957232475281,0.8965517282485962,18,29,61.5,2026-05-28T23:32:58.689604
genetic_algorithm,2,36,0.8,0.005,0.5,0.005,adamw,32,0.9313304424285889,0.931034505367279,25,36,71.1,2026-05-28T23:34:13.437675
genetic_algorithm,2,37,0.8,0.005,0.3,0.002,adam,32,0.9356223344802856,0.9181034564971924,33,40,73.0,2026-05-28T23:35:30.415908
genetic_algorithm,2,38,0.95,0.0001,0.3,0.002,adam,32,0.8969957232475281,0.8663793206214905,26,37,63.5,2026-05-28T23:36:37.904419
genetic_algorithm,2,39,0.8,0.005,0.5,0.002,adamw,32,0.9098712205886841,0.9008620977401733,15,26,59.8,2026-05-28T23:37:41.606982
genetic_algorithm,2,40,0.8,0.001,0.5,0.01,adam,32,0.9098712205886841,0.931034505367279,7,18,50.1,2026-05-28T23:38:35.773777
genetic_algorithm,2,41,0.8,0.005,0.2,0.02,adamw,32,0.9442059993743896,0.9353448152542114,38,40,75.1,2026-05-28T23:39:55.494134
genetic_algorithm,2,42,0.8,0.0001,0.5,0.01,adam,32,0.9098712205886841,0.9267241358757019,18,29,62.6,2026-05-28T23:41:02.366835
genetic_algorithm,2,43,0.8,0.005,0.5,0.005,adam,32,0.9313304424285889,0.9051724076271057,23,34,67.3,2026-05-28T23:42:13.958438
genetic_algorithm,2,44,0.8,0.005,0.4,0.02,adam,16,0.9399141669273376,0.9094827771186829,16,27,62.3,2026-05-28T23:43:20.808412
genetic_algorithm,2,45,0.8,0.0001,0.5,0.05,sgd,32,0.5965664982795715,0.5646551847457886,35,40,71.9,2026-05-28T23:44:38.123811
genetic_algorithm,2,46,0.85,0.005,0.3,0.002,adam,16,0.9141631126403809,0.9051724076271057,22,33,68.4,2026-05-28T23:45:51.695904
genetic_algorithm,2,47,0.8,0.001,0.5,0.02,adamw,32,0.9313304424285889,0.9224137663841248,14,25,59.4,2026-05-28T23:46:55.626916
genetic_algorithm,2,48,0.95,0.005,0.3,0.01,adam,32,0.9184549450874329,0.9353448152542114,30,40,66.7,2026-05-28T23:48:07.006057
genetic_algorithm,2,49,0.8,0.001,0.5,0.02,sgd,16,0.9012875556945801,0.8965517282485962,18,29,62.5,2026-05-28T23:49:14.248566
genetic_algorithm,2,50,0.8,0.0001,0.3,0.02,adamw,32,0.9055793881416321,0.9224137663841248,13,24,58.9,2026-05-28T23:50:17.882137
genetic_algorithm,2,51,0.8,0.005,0.5,0.05,adamw,32,0.9313304424285889,0.9267241358757019,27,38,98.0,2026-05-28T23:54:42.037038
genetic_algorithm,2,52,0.8,0.001,0.5,0.05,adam,32,0.9399141669273376,0.9482758641242981,23,34,91.7,2026-05-28T23:56:51.386438
genetic_algorithm,2,53,0.8,1e-05,0.5,0.002,adam,32,0.6866952776908875,0.6982758641242981,38,40,72.5,2026-05-28T23:58:07.117050
genetic_algorithm,2,54,0.99,0.005,0.5,0.002,adam,8,0.8669527769088745,0.8836206793785095,8,19,42.8,2026-05-28T23:58:50.826056
genetic_algorithm,2,55,0.85,0.005,0.5,0.002,adam,32,0.9227467775344849,0.9181034564971924,19,30,60.1,2026-05-28T23:59:54.323473
genetic_algorithm,2,56,0.7,0.005,0.5,0.002,adam,32,0.9270386099815369,0.9008620977401733,29,40,80.6,2026-05-29T00:01:18.559441
genetic_algorithm,2,57,0.8,0.005,0.5,0.002,adamw,8,0.9184549450874329,0.931034505367279,19,30,60.9,2026-05-29T00:02:20.635006
genetic_algorithm,2,58,0.8,0.005,0.5,0.01,sgd,16,0.9227467775344849,0.9353448152542114,21,32,73.4,2026-05-29T00:03:37.859621
genetic_algorithm,2,59,0.95,0.005,0.5,0.05,adamw,32,0.9184549450874329,0.9094827771186829,24,35,61.9,2026-05-29T00:04:43.435048
genetic_algorithm,2,60,0.8,0.0001,0.3,0.002,adam,32,0.9098712205886841,0.9224137663841248,28,39,72.1,2026-05-29T00:05:59.610170
genetic_algorithm,2,61,0.8,0.001,0.5,0.01,sgd,32,0.8626609444618225,0.8836206793785095,26,37,68.3,2026-05-29T00:07:11.926471
genetic_algorithm,2,62,0.8,0.005,0.5,0.01,adamw,16,0.9484978318214417,0.9267241358757019,31,40,78.9,2026-05-29T00:08:34.823422
genetic_algorithm,2,63,0.8,0.005,0.6,0.01,adam,32,0.9270386099815369,0.9224137663841248,22,33,65.9,2026-05-29T00:09:44.801327
genetic_algorithm,2,64,0.7,0.0001,0.3,0.002,adam,32,0.9012875556945801,0.9008620977401733,9,20,56.4,2026-05-29T00:10:45.334965
genetic_algorithm,2,65,0.8,0.005,0.5,0.05,adam,16,0.9313304424285889,0.9482758641242981,18,29,65.1,2026-05-29T00:11:54.669005
genetic_algorithm,2,66,0.85,5e-05,0.5,0.002,adam,32,0.8927038908004761,0.9008620977401733,32,40,72.1,2026-05-29T00:13:11.147339
genetic_algorithm,2,67,0.8,0.001,0.5,0.05,sgd,32,0.8927038908004761,0.8620689511299133,26,37,68.5,2026-05-29T00:14:24.259089
genetic_algorithm,2,68,0.85,0.005,0.5,0.002,adam,16,0.9227467775344849,0.8965517282485962,16,27,60.5,2026-05-29T00:15:29.435337
genetic_algorithm,2,69,0.8,0.005,0.5,0.1,adam,32,0.9442059993743896,0.9353448152542114,28,39,73.3,2026-05-29T00:16:47.316671
genetic_algorithm,2,70,0.8,0.005,0.5,0.001,adamw,16,0.9141631126403809,0.9094827771186829,21,32,69.7,2026-05-29T00:18:02.062059
genetic_algorithm,2,71,0.9,0.005,0.5,0.1,adam,32,0.9313304424285889,0.9137930870056152,24,35,65.8,2026-05-29T00:19:12.623358
genetic_algorithm,2,72,0.9,0.005,0.5,0.005,adam,32,0.9356223344802856,0.9353448152542114,36,40,94.0,2026-05-29T00:23:57.713258
genetic_algorithm,2,73,0.7,5e-05,0.5,0.001,adam,32,0.8927038908004761,0.8965517282485962,14,25,64.0,2026-05-29T00:25:05.029956
genetic_algorithm,2,74,0.8,0.005,0.5,0.001,adam,32,0.9356223344802856,0.9353448152542114,25,36,75.4,2026-05-29T00:26:25.422301
genetic_algorithm,2,75,0.9,0.005,0.5,0.001,adam,32,0.9184549450874329,0.9051724076271057,23,34,87.6,2026-05-29T01:18:21.944993
genetic_algorithm,2,76,0.99,0.005,0.3,0.05,adam,32,0.8841201663017273,0.9181034564971924,14,25,48.2,2026-05-29T01:19:13.448817
genetic_algorithm,2,77,0.7,0.005,0.2,0.05,adam,32,0.9399141669273376,0.9396551847457886,38,40,80.0,2026-05-29T01:20:36.759333
genetic_algorithm,2,78,0.8,0.0005,0.5,0.05,adam,8,0.9356223344802856,0.931034505367279,15,26,58.5,2026-05-29T01:21:36.194290
genetic_algorithm,2,79,0.8,0.001,0.4,0.002,adam,32,0.9141631126403809,0.9224137663841248,16,27,58.7,2026-05-29T01:22:38.372860
genetic_algorithm,2,80,0.8,0.005,0.4,0.05,adam,32,0.9313304424285889,0.9224137663841248,27,38,70.1,2026-05-29T01:23:52.056225
genetic_algorithm,2,81,0.9,0.001,0.5,0.002,adamw,32,0.9184549450874329,0.9181034564971924,4,15,45.2,2026-05-29T01:24:40.960855
genetic_algorithm,2,82,0.8,0.005,0.2,0.001,adamw,32,0.9141631126403809,0.931034505367279,26,37,72.0,2026-05-29T01:25:57.063295
genetic_algorithm,2,83,0.8,0.005,0.5,0.002,adam,8,0.9098712205886841,0.8965517282485962,10,21,50.4,2026-05-29T01:26:48.868902
genetic_algorithm,2,84,0.9,0.005,0.2,0.002,adam,32,0.9098712205886841,0.9267241358757019,13,24,53.5,2026-05-29T01:27:46.613632
genetic_algorithm,2,85,0.9,0.001,0.5,0.1,adamw,32,0.9399141669273376,0.943965494632721,17,28,58.4,2026-05-29T01:28:48.993937
genetic_algorithm,2,86,0.7,0.005,0.2,0.002,sgd,32,0.9227467775344849,0.9137930870056152,18,29,63.8,2026-05-29T01:29:56.877756
genetic_algorithm,2,87,0.8,0.005,0.4,0.05,sgd,32,0.8969957232475281,0.9051724076271057,11,22,52.8,2026-05-29T01:30:53.865308
genetic_algorithm,2,88,0.9,0.005,0.2,0.05,adam,32,0.9313304424285889,0.9353448152542114,29,40,69.0,2026-05-29T01:32:07.178388
genetic_algorithm,2,89,0.8,0.0005,0.2,0.05,adam,8,0.9356223344802856,0.9525862336158752,23,34,65.2,2026-05-29T01:33:14.158468
genetic_algorithm,2,90,0.9,1e-05,0.2,0.05,adam,32,0.725321888923645,0.6767241358757019,27,38,68.4,2026-05-29T01:34:27.047351
genetic_algorithm,2,91,0.8,0.0001,0.2,0.05,adam,32,0.8927038908004761,0.9137930870056152,8,19,50.9,2026-05-29T01:35:22.597653
genetic_algorithm,2,92,0.7,0.005,0.4,0.02,adam,32,0.9012875556945801,0.8879310488700867,14,25,64.2,2026-05-29T01:36:31.396826
genetic_algorithm,2,93,0.8,0.001,0.5,0.1,adamw,32,0.9270386099815369,0.9137930870056152,11,22,56.4,2026-05-29T01:37:32.486046
genetic_algorithm,2,94,0.8,0.005,0.5,0.05,sgd,32,0.9055793881416321,0.9137930870056152,9,20,49.4,2026-05-29T01:38:27.036659
genetic_algorithm,2,95,0.7,0.0001,0.5,0.05,sgd,32,0.5622317790985107,0.5818965435028076,30,40,76.6,2026-05-29T01:39:49.358829
genetic_algorithm,2,96,0.8,0.005,0.2,0.05,adam,32,0.9484978318214417,0.9094827771186829,27,38,76.9,2026-05-29T01:41:12.242082
genetic_algorithm,2,97,0.85,0.005,0.2,0.002,adam,16,0.9227467775344849,0.931034505367279,31,40,90.5,2026-05-29T01:42:48.655164
genetic_algorithm,2,98,0.8,0.001,0.5,0.002,adam,32,0.9098712205886841,0.9094827771186829,15,26,90.6,2026-05-29T01:46:39.214560
genetic_algorithm,2,99,0.8,0.005,0.2,0.1,adam,32,0.9527897238731384,0.9353448152542114,27,38,71.5,2026-05-29T01:47:54.170339
genetic_algorithm,3,0,0.8,0.001,0.5,0.002,adamw,32,0.9098712205886841,0.943965494632721,4,15,73.3,2026-05-29T01:51:43.851564
genetic_algorithm,3,1,0.9,0.005,0.5,0.001,sgd,8,0.9270386099815369,0.9353448152542114,19,30,57.9,2026-05-29T01:52:42.606431
genetic_algorithm,3,2,0.9,0.0001,0.5,0.002,adam,32,0.9227467775344849,0.892241358757019,28,39,69.3,2026-05-29T01:53:55.075047
genetic_algorithm,3,3,0.9,0.001,0.5,0.01,adamw,32,0.9227467775344849,0.9353448152542114,6,17,47.2,2026-05-29T01:54:45.711217
genetic_algorithm,3,4,0.8,5e-05,0.6,0.002,sgd,16,0.4721029996871948,0.5431034564971924,27,38,80.6,2026-05-29T01:56:09.934100
genetic_algorithm,3,5,0.99,1e-05,0.6,0.1,adam,8,0.6523604989051819,0.6508620977401733,37,40,64.6,2026-05-29T01:57:15.718099
genetic_algorithm,3,6,0.95,1e-05,0.3,0.1,adam,16,0.721030056476593,0.732758641242981,32,40,70.8,2026-05-29T01:58:30.230865
genetic_algorithm,3,7,0.9,0.001,0.6,0.01,sgd,16,0.8669527769088745,0.8836206793785095,26,37,65.3,2026-05-29T01:59:39.273269
genetic_algorithm,3,8,0.9,0.005,0.5,0.01,adam,16,0.9313304424285889,0.931034505367279,21,32,62.9,2026-05-29T02:00:45.967546
genetic_algorithm,3,9,0.7,1e-05,0.2,0.01,adam,16,0.7982832789421082,0.7974137663841248,32,40,85.4,2026-05-29T02:02:15.824482
genetic_algorithm,3,10,0.9,0.005,0.5,0.01,sgd,16,0.9270386099815369,0.9224137663841248,12,23,51.3,2026-05-29T02:03:11.158921
genetic_algorithm,3,11,0.85,0.001,0.5,0.002,adam,32,0.9227467775344849,0.9224137663841248,4,15,45.8,2026-05-29T02:04:01.350137
genetic_algorithm,3,12,0.9,0.005,0.5,0.01,adam,32,0.9442059993743896,0.9051724076271057,25,36,64.5,2026-05-29T02:05:09.844052
genetic_algorithm,3,13,0.9,0.0001,0.5,0.001,sgd,32,0.5064377784729004,0.5431034564971924,32,40,67.6,2026-05-29T02:06:21.705315
genetic_algorithm,3,14,0.9,0.005,0.6,0.001,sgd,16,0.9098712205886841,0.9224137663841248,16,27,55.3,2026-05-29T02:07:21.288072
genetic_algorithm,3,15,0.95,0.005,0.3,0.1,adam,16,0.9141631126403809,0.892241358757019,22,33,60.7,2026-05-29T02:08:26.401860
genetic_algorithm,3,16,0.9,0.0005,0.5,0.005,sgd,32,0.7553648352622986,0.7629310488700867,26,37,64.1,2026-05-29T02:09:34.544131
genetic_algorithm,3,17,0.9,0.005,0.2,0.02,sgd,8,0.9399141669273376,0.9353448152542114,22,33,60.1,2026-05-29T02:10:36.662997
genetic_algorithm,3,18,0.9,0.0001,0.5,0.005,adam,8,0.9313304424285889,0.9353448152542114,16,27,55.5,2026-05-29T02:11:34.428769
genetic_algorithm,3,19,0.9,0.001,0.5,0.001,adam,16,0.9098712205886841,0.9051724076271057,4,15,45.2,2026-05-29T02:12:24.264197
genetic_algorithm,3,20,0.9,0.005,0.5,0.005,adamw,32,0.9227467775344849,0.9267241358757019,21,32,63.3,2026-05-29T02:13:32.202739
genetic_algorithm,3,21,0.95,0.005,0.5,0.01,adam,16,0.9012875556945801,0.8879310488700867,11,22,49.1,2026-05-29T02:14:26.165673
genetic_algorithm,3,22,0.85,0.005,0.0,0.01,adam,32,0.9356223344802856,0.9181034564971924,18,29,62.1,2026-05-29T02:15:34.382938
genetic_algorithm,3,23,0.9,0.005,0.5,0.01,sgd,32,0.9184549450874329,0.9181034564971924,17,28,86.3,2026-05-29T02:19:56.435516
genetic_algorithm,3,24,0.9,0.005,0.5,0.005,adam,16,0.9356223344802856,0.9051724076271057,19,30,69.5,2026-05-29T02:21:09.186975
genetic_algorithm,3,25,0.9,0.005,0.5,0.01,adam,8,0.9012875556945801,0.8879310488700867,10,21,51.6,2026-05-29T02:22:01.733743
genetic_algorithm,3,26,0.9,0.005,0.6,0.02,sgd,32,0.9184549450874329,0.9181034564971924,21,32,62.6,2026-05-29T02:23:08.648474
genetic_algorithm,3,27,0.9,0.001,0.2,0.02,sgd,16,0.8927038908004761,0.8706896305084229,31,40,77.2,2026-05-29T02:24:30.184425
genetic_algorithm,3,28,0.9,0.005,0.5,0.005,adam,8,0.8969957232475281,0.8965517282485962,6,17,42.5,2026-05-29T02:25:13.946643
genetic_algorithm,3,29,0.9,0.001,0.5,0.01,adam,16,0.9227467775344849,0.9396551847457886,23,34,67.8,2026-05-29T02:26:25.602663
genetic_algorithm,3,30,0.9,0.005,0.2,0.02,adam,32,0.9270386099815369,0.9181034564971924,29,40,71.6,2026-05-29T02:27:41.017327
genetic_algorithm,3,31,0.9,0.005,0.6,0.02,adam,32,0.9227467775344849,0.9181034564971924,12,23,52.5,2026-05-29T02:28:37.270748
